DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/18/2016,19:10,MANHATTAN,10003,40.7326034,-73.9876815,"(40.7326034, -73.9876815)",3 AVENUE                        ,EAST 13 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543662,BICYCLE,,,,
10/18/2016,19:10,BROOKLYN,11223,40.5921873,-73.9776941,"(40.5921873, -73.9776941)",86 STREET                       ,WEST 7 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3542635,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/18/2016,19:10,BRONX,10469,40.8794355,-73.8466592,"(40.8794355, -73.8466592)",,,3500      MICKLE AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3551204,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,18:10,,,40.6513986,-74.0105739,"(40.6513986, -74.0105739)",,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3542630,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,18:10,,,40.7242645,-73.9374387,"(40.7242645, -73.9374387)",,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,3542893,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/18/2016,18:10,QUEENS,11372,40.7549047,-73.8738794,"(40.7549047, -73.8738794)",34 AVENUE                       ,94 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3542949,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/18/2016,18:10,BROOKLYN,11201,40.6887014,-73.9928532,"(40.6887014, -73.9928532)",,,154       COURT STREET                  ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3542622,PASSENGER VEHICLE,,,,
10/18/2016,18:10,,,40.8880906,-73.8925296,"(40.8880906, -73.8925296)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543444,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,18:10,,,40.7599494,-73.8386902,"(40.7599494, -73.8386902)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542824,PASSENGER VEHICLE,,,,
10/18/2016,18:10,,,40.7468839,-73.763468,"(40.7468839, -73.763468)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542750,PASSENGER VEHICLE,,,,
10/18/2016,13:10,BROOKLYN,11237,40.7085426,-73.9274072,"(40.7085426, -73.9274072)",VARICK AVENUE                   ,JOHNSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3549054,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,13:10,BROOKLYN,11236,40.6338025,-73.8896944,"(40.6338025, -73.8896944)",ROCKAWAY PARKWAY                ,SEAVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542696,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,13:10,BROOKLYN,11231,40.6803163,-73.9968849,"(40.6803163, -73.9968849)",COURT STREET                    ,1 PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542617,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,13:10,BROOKLYN,11226,40.6449535,-73.9518539,"(40.6449535, -73.9518539)",BEVERLEY ROAD                   ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3548395,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,13:10,BROOKLYN,11223,40.5927572,-73.9631112,"(40.5927572, -73.9631112)",LANCASTER AVENUE                ,EAST 7 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542640,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,13:10,BROOKLYN,11218,40.6361331,-73.9727361,"(40.6361331, -73.9727361)",OCEAN PARKWAY                   ,DITMAS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543717,PASSENGER VEHICLE,,,,
10/18/2016,13:10,BROOKLYN,11218,40.6417457,-73.9851256,"(40.6417457, -73.9851256)",37 STREET                       ,13 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543970,PASSENGER VEHICLE,,,,
10/18/2016,13:10,BROOKLYN,11212,40.6581825,-73.9246436,"(40.6581825, -73.9246436)",EAST 91 STREET                  ,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551596,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,13:10,BRONX,10456,40.8322821,-73.9096197,"(40.8322821, -73.9096197)",WEBSTER AVENUE                  ,EAST 168 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3542558,SPORT UTILITY / STATION WAGON,TAXI,,,
10/18/2016,12:10,,,40.7420646,-73.8245213,"(40.7420646, -73.8245213)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,3542788,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,PICK-UP TRUCK,,
10/18/2016,12:10,MANHATTAN,10028,40.775292,-73.9536264,"(40.775292, -73.9536264)",EAST 82 STREET                  ,2 AVENUE,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,,3543127,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,12:10,,,40.7278344,-73.7529082,"(40.7278344, -73.7529082)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3543829,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,12:10,STATEN ISLAND,10309,40.5294551,-74.2109969,"(40.5294551, -74.2109969)",MAGUIRE AVENUE                  ,DRUMGOOLE ROAD EAST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542601,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/18/2016,12:10,QUEENS,11432,40.7097537,-73.7956175,"(40.7097537, -73.7956175)",HILLSIDE AVENUE                 ,167 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3542758,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,12:10,QUEENS,11432,40.7199149,-73.7910661,"(40.7199149, -73.7910661)",GRAND CENTRAL PARKWAY           ,175 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542755,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,12:10,QUEENS,11370,40.7648168,-73.8908022,"(40.7648168, -73.8908022)",,,23-53     WHITE OAK COURT               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542511,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,12:10,QUEENS,11354,40.7624345,-73.831659,"(40.7624345, -73.831659)",,,36-22     MAIN STREET                   ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542531,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,12:10,QUEENS,11103,40.7645902,-73.9045132,"(40.7645902, -73.9045132)",49 STREET                       ,25 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542482,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,12:10,MANHATTAN,10025,40.8023463,-73.9681097,"(40.8023463, -73.9681097)",BROADWAY                        ,WEST END AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Unsafe Lane Changing,Unspecified,Unspecified,3542854,PICK-UP TRUCK,PICK-UP TRUCK,PICK-UP TRUCK,,
10/18/2016,12:10,MANHATTAN,10016,40.7509045,-73.9806727,"(40.7509045, -73.9806727)",EAST 39 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542609,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,12:10,BROOKLYN,11229,40.6006071,-73.9324473,"(40.6006071, -73.9324473)",AVENUE V                        ,STUART STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543481,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,12:10,BROOKLYN,11228,40.619005,-74.01595,"(40.619005, -74.01595)",82 STREET                       ,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543384,PASSENGER VEHICLE,,,,
10/18/2016,12:10,BROOKLYN,11220,40.6332345,-74.0119074,"(40.6332345, -74.0119074)",64 STREET                       ,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543407,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,12:10,BROOKLYN,11213,40.6795925,-73.934873,"(40.6795925, -73.934873)",FULTON STREET                   ,TROY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543679,PASSENGER VEHICLE,,,,
10/18/2016,12:10,BROOKLYN,11210,40.6389656,-73.9425045,"(40.6389656, -73.9425045)",FOSTER AVENUE                   ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3547764,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,12:10,BRONX,10473,40.8222429,-73.8805589,"(40.8222429, -73.8805589)",,,953       COLGATE AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542570,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,12:10,BRONX,10469,40.8615245,-73.8432661,"(40.8615245, -73.8432661)",,,2426      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543073,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,12:10,BRONX,10466,40.9001051,-73.8421297,"(40.9001051, -73.8421297)",,,2100      NEREID AVENUE                 ,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3542469,,,,,
10/18/2016,11:10,BROOKLYN,11207,40.6693691,-73.895223,"(40.6693691, -73.895223)",PENNSYLVANIA AVENUE             ,SUTTER AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3542421,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,11:10,,,40.8028239,-73.9303998,"(40.8028239, -73.9303998)",,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,,,,,3542567,PASSENGER VEHICLE,,,,
10/18/2016,11:10,BRONX,10468,40.859607,-73.907775,"(40.859607, -73.907775)",UNIVERSITY AVENUE               ,WEST 183 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3543957,PASSENGER VEHICLE,TAXI,,,
10/18/2016,11:10,,,40.8117504,-73.9314376,"(40.8117504, -73.9314376)",,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Oversized Vehicle,,,,3542678,PASSENGER VEHICLE,,,,
10/18/2016,11:10,STATEN ISLAND,10312,40.5362703,-74.1822734,"(40.5362703, -74.1822734)",ALBEE AVENUE                    ,TENAFLY PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542706,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,11:10,STATEN ISLAND,10306,40.5821976,-74.1102888,"(40.5821976, -74.1102888)",RICHMOND ROAD                   ,MIDLAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542563,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/18/2016,11:10,QUEENS,11423,40.7210636,-73.7594419,"(40.7210636, -73.7594419)",HILLSIDE AVENUE                 ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542754,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,11:10,QUEENS,11356,40.7925598,-73.8426194,"(40.7925598, -73.8426194)",5 AVENUE                        ,125 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542529,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,11:10,MANHATTAN,10035,40.8076539,-73.9392486,"(40.8076539, -73.9392486)",MADISON AVENUE                  ,EAST 128 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543312,PASSENGER VEHICLE,,,,
10/18/2016,11:10,MANHATTAN,10027,40.8141445,-73.9557055,"(40.8141445, -73.9557055)",AMSTERDAM AVENUE                ,WEST 126 STREET,,0,0,0,0,0,0,0,0,,,,,,3543156,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,11:10,MANHATTAN,10019,40.7656228,-73.9882133,"(40.7656228, -73.9882133)",,,410       WEST 53 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542579,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,11:10,MANHATTAN,10016,40.747009,-73.9771875,"(40.747009, -73.9771875)",EAST 36 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3542610,TAXI,,,,
10/18/2016,11:10,MANHATTAN,10016,40.744443,-73.9790578,"(40.744443, -73.9790578)",3 AVENUE                        ,EAST 32 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3542611,TAXI,PASSENGER VEHICLE,,,
10/18/2016,11:10,MANHATTAN,10012,40.7235681,-73.9928242,"(40.7235681, -73.9928242)",,,274       BOWERY                        ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3543562,PASSENGER VEHICLE,,,,
10/18/2016,11:10,MANHATTAN,10001,40.7502939,-73.9948425,"(40.7502939, -73.9948425)",8 AVENUE                        ,WEST 31 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3543553,TAXI,TAXI,,,
10/18/2016,11:10,BROOKLYN,11225,40.6570467,-73.9511532,"(40.6570467, -73.9511532)",,,277       WINTHROP STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542968,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,11:10,BROOKLYN,11205,40.6912226,-73.9527653,"(40.6912226, -73.9527653)",,,585       DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3562751,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,11:10,BRONX,10454,40.7980035,-73.909919,"(40.7980035, -73.909919)",,,920       EAST 132 STREET               ,0,0,0,0,0,0,0,0,Following Too Closely,,,,,3542681,,,,,
10/18/2016,10:10,,,40.7321016,-73.7469994,"(40.7321016, -73.7469994)",,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,,,,,3542787,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,10:10,STATEN ISLAND,10314,40.6160031,-74.1232827,"(40.6160031, -74.1232827)",CROWELL AVENUE                  ,MANOR ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3543610,SPORT UTILITY / STATION WAGON,VAN,,,
10/18/2016,10:10,QUEENS,11414,40.6579698,-73.8482676,"(40.6579698, -73.8482676)",84 STREET                       ,159 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542523,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,10:10,,,40.7864283,-73.8239273,"(40.7864283, -73.8239273)",,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542786,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,10:10,,,40.7303695,-73.9138714,"(40.7303695, -73.9138714)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3542510,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,10:10,STATEN ISLAND,10301,40.6164151,-74.1035089,"(40.6164151, -74.1035089)",CLOVE ROAD                      ,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543186,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,10:10,QUEENS,11691,40.5962568,-73.766834,"(40.5962568, -73.766834)",SEAGIRT BOULEVARD               ,ROCKAWAY FREEWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542616,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/18/2016,10:10,QUEENS,11419,40.6889926,-73.8170639,"(40.6889926, -73.8170639)",128 STREET                      ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542522,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,10:10,QUEENS,11415,40.7058151,-73.8257462,"(40.7058151, -73.8257462)",126 STREET                      ,AUSTIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542388,PASSENGER VEHICLE,,,,
10/18/2016,10:10,QUEENS,11412,40.6971938,-73.7628061,"(40.6971938, -73.7628061)",,,114-26    MEXICO STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542515,PASSENGER VEHICLE,,,,
10/18/2016,10:10,QUEENS,11369,40.7641936,-73.8744358,"(40.7641936, -73.8744358)",,,25-03     95 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542509,SPORT UTILITY / STATION WAGON,,,,
10/18/2016,10:10,MANHATTAN,10065,40.7666089,-73.9649896,"(40.7666089, -73.9649896)",EAST 66 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3543078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,10:10,MANHATTAN,10036,40.7625822,-74.0003863,"(40.7625822, -74.0003863)",12 AVENUE                       ,WEST 43 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543136,TAXI,BICYCLE,,,
10/18/2016,10:10,MANHATTAN,10021,40.7690642,-73.961111,"(40.7690642, -73.961111)",EAST 71 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3555476,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/18/2016,10:10,MANHATTAN,10021,40.7690642,-73.961111,"(40.7690642, -73.961111)",EAST 71 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3547699,SPORT UTILITY / STATION WAGON,TAXI,TAXI,,
10/18/2016,10:10,MANHATTAN,10017,40.7565574,-73.9744374,"(40.7565574, -73.9744374)",PARK AVENUE                     ,EAST 49 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3542581,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,10:10,BROOKLYN,11232,40.6594725,-74.0023175,"(40.6594725, -74.0023175)",29 STREET                       ,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542466,PASSENGER VEHICLE,,,,
10/18/2016,10:10,BROOKLYN,11222,40.7297033,-73.9575548,"(40.7297033, -73.9575548)",,,140       FRANKLIN STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542396,PASSENGER VEHICLE,,,,
10/18/2016,10:10,BRONX,10466,40.88872,-73.8400337,"(40.88872, -73.8400337)",,,1301      EAST 233 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542463,PASSENGER VEHICLE,,,,
10/18/2016,10:10,BRONX,10463,40.8871106,-73.913697,"(40.8871106, -73.913697)",,,660       WEST 236 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543513,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,10:10,BRONX,10461,40.8516867,-73.8310535,"(40.8516867, -73.8310535)",WILKINSON AVENUE                ,HOBART AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543154,TAXI,PASSENGER VEHICLE,,,
10/18/2016,0:10,QUEENS,11365,40.7330808,-73.8047542,"(40.7330808, -73.8047542)",,,164-02    69 AVENUE                     ,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3548381,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,0:10,STATEN ISLAND,10306,40.5796897,-74.100392,"(40.5796897, -74.100392)",HYLAN BOULEVARD                 ,HUNTER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542722,,,,,
10/18/2016,0:10,QUEENS,11436,40.6804771,-73.792091,"(40.6804771, -73.792091)",SUTPHIN BOULEVARD               ,FOCH BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542594,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/18/2016,0:10,QUEENS,11412,40.6924712,-73.7594116,"(40.6924712, -73.7594116)",192 STREET                      ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542103,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2016,0:10,MANHATTAN,10019,40.7678891,-73.9815125,"(40.7678891, -73.9815125)",COLUMBUS CIRCLE                 ,CENTRAL PARK SOUTH,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3542262,TAXI,TAXI,,,
10/18/2016,0:10,MANHATTAN,10016,40.7428535,-73.977207,"(40.7428535, -73.977207)",EAST 31 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/18/2016,0:10,BROOKLYN,11222,40.7295015,-73.9539577,"(40.7295015, -73.9539577)",MANHATTAN AVENUE                ,MILTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542246,SPORT UTILITY / STATION WAGON,TAXI,,,
10/18/2016,0:10,BROOKLYN,11205,40.6911214,-73.9535659,"(40.6911214, -73.9535659)",DE KALB AVENUE                  ,WALWORTH STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3544328,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
